floor,process,trade,remaining_quantity,productivity,task_status,trade_status,day_number
2,Gravel base layer,Gravel,0,34,completed,busy,23
5,Gravel base layer,Gravel,68,34,in_progress,busy,24
2,Partition phase 2,Partition,20,51,pending,busy,23
2,Partition phase 3,Partition,200,32,pending,busy,23
2,Pipes in the floor,Plumbing,0,69,completed,busy,23
2,Pipes in the wall,Plumbing,190,37,pending,busy,23
2,Wall tiling,Tiling,290,27,pending,busy,23
2,Electric conduits in the floor,Electricity,0,51,completed,available,24
2,Electric conduits in the wall,Electricity,180,41,pending,available,24
2,Floor tiling,Tiling,410,62,in_progress,busy,25
2,Gravel base layer,Gravel,0,34,completed,busy,24
2,Partition phase 1,Partition,200,55,in_progress,busy,25
2,Partition phase 2,Partition,20,51,pending,busy,24
2,Partition phase 3,Partition,200,32,pending,busy,24
2,Pipes in the floor,Plumbing,0,69,completed,busy,24
2,Pipes in the wall,Plumbing,190,37,pending,busy,24
2,Wall tiling,Tiling,290,27,pending,busy,24
2,Electric conduits in the floor,Electricity,0,51,completed,available,25
2,Electric conduits in the wall,Electricity,180,41,pending,available,25
5,Gravel base layer,Gravel,34,34,in_progress,busy,25
2,Gravel base layer,Gravel,0,34,completed,busy,25
2,Floor tiling,Tiling,348,62,in_progress,busy,26
2,Partition phase 2,Partition,20,51,pending,busy,25
2,Partition phase 3,Partition,200,32,pending,busy,25
2,Pipes in the floor,Plumbing,0,69,completed,available,25
2,Pipes in the wall,Plumbing,190,37,pending,available,25
2,Wall tiling,Tiling,290,27,pending,busy,25
2,Electric conduits in the floor,Electricity,0,51,completed,busy,26
2,Electric conduits in the wall,Electricity,180,41,pending,busy,26
2,Partition phase 1,Partition,145,55,in_progress,busy,26
2,Gravel base layer,Gravel,0,34,completed,available,26
5,Electric conduits in the floor,Electricity,80,51,in_progress,busy,26
2,Partition phase 2,Partition,20,51,pending,busy,26
2,Partition phase 3,Partition,200,32,pending,busy,26
2,Pipes in the floor,Plumbing,0,69,completed,busy,26
2,Pipes in the wall,Plumbing,190,37,pending,busy,26
2,Wall tiling,Tiling,290,27,pending,busy,26
2,Electric conduits in the floor,Electricity,0,51,completed,busy,27
2,Electric conduits in the wall,Electricity,180,41,pending,busy,27
5,Pipes in the floor,Plumbing,100,69,in_progress,busy,26
2,Gravel base layer,Gravel,0,34,completed,available,27
2,Floor tiling,Tiling,286,62,in_progress,busy,27
2,Partition phase 2,Partition,20,51,pending,busy,27
2,Partition phase 3,Partition,200,32,pending,busy,27
2,Pipes in the floor,Plumbing,0,69,completed,busy,27
2,Pipes in the wall,Plumbing,190,37,pending,busy,27
2,Wall tiling,Tiling,290,27,pending,busy,27
2,Electric conduits in the floor,Electricity,0,51,completed,available,28
2,Electric conduits in the wall,Electricity,180,41,pending,available,28
2,Partition phase 1,Partition,90,55,in_progress,busy,27
2,Gravel base layer,Gravel,0,34,completed,available,28
5,Electric conduits in the floor,Electricity,29,51,in_progress,busy,27
2,Partition phase 2,Partition,20,51,pending,busy,28
2,Partition phase 3,Partition,200,32,pending,busy,28
2,Pipes in the floor,Plumbing,0,69,completed,available,28
2,Pipes in the wall,Plumbing,190,37,pending,available,28
2,Wall tiling,Tiling,290,27,pending,busy,28
2,Electric conduits in the floor,Electricity,0,51,completed,available,29
2,Electric conduits in the wall,Electricity,180,41,pending,available,29
5,Pipes in the floor,Plumbing,31,69,in_progress,busy,27
2,Gravel base layer,Gravel,0,34,completed,available,29
2,Partition phase 1,Partition,0,55,completed,busy,29
2,Partition phase 2,Partition,20,51,pending,busy,29
2,Partition phase 3,Partition,200,32,pending,busy,29
2,Pipes in the floor,Plumbing,0,69,completed,busy,29
2,Floor tiling,Tiling,224,62,in_progress,busy,28
2,Wall tiling,Tiling,290,27,pending,busy,29
2,Electric conduits in the floor,Electricity,0,51,completed,busy,30
2,Electric conduits in the wall,Electricity,180,41,pending,busy,30
2,Partition phase 1,Partition,35,55,in_progress,busy,28
2,Gravel base layer,Gravel,0,34,completed,available,30
2,Partition phase 1,Partition,0,55,completed,busy,30
2,Partition phase 2,Partition,20,51,pending,busy,30
2,Partition phase 3,Partition,200,32,pending,busy,30
2,Pipes in the floor,Plumbing,0,69,completed,busy,30
1,Partition phase 2,Partition,20,51,in_progress,busy,29
2,Wall tiling,Tiling,290,27,pending,busy,30
2,Electric conduits in the floor,Electricity,0,51,completed,busy,31
2,Electric conduits in the wall,Electricity,180,41,pending,busy,31
2,Floor tiling,Tiling,162,62,in_progress,busy,29
2,Gravel base layer,Gravel,0,34,completed,available,31
2,Partition phase 1,Partition,0,55,completed,busy,31
2,Partition phase 2,Partition,20,51,pending,busy,31
2,Partition phase 3,Partition,200,32,pending,busy,31
2,Pipes in the floor,Plumbing,0,69,completed,busy,31
2,Pipes in the wall,Plumbing,190,37,in_progress,busy,29
2,Wall tiling,Tiling,290,27,pending,busy,31
2,Electric conduits in the floor,Electricity,0,51,completed,busy,32
2,Electric conduits in the wall,Electricity,180,41,pending,busy,32
2,Floor tiling,Tiling,0,62,completed,busy,32
2,Gravel base layer,Gravel,0,34,completed,available,32
2,Partition phase 1,Partition,0,55,completed,busy,32
2,Partition phase 2,Partition,20,51,pending,busy,32
2,Partition phase 3,Partition,200,32,pending,busy,32
2,Pipes in the floor,Plumbing,0,69,completed,busy,32
1,Electric conduits in the wall,Electricity,180,41,in_progress,busy,30
2,Wall tiling,Tiling,290,27,pending,busy,32
2,Electric conduits in the floor,Electricity,0,51,completed,busy,33
2,Electric conduits in the wall,Electricity,180,41,pending,busy,33
2,Floor tiling,Tiling,0,62,completed,busy,33
2,Gravel base layer,Gravel,0,34,completed,available,33
2,Partition phase 1,Partition,0,55,completed,busy,33
2,Partition phase 2,Partition,20,51,pending,busy,33
2,Partition phase 3,Partition,200,32,pending,busy,33
2,Pipes in the floor,Plumbing,0,69,completed,busy,33
2,Floor tiling,Tiling,100,62,in_progress,busy,30
2,Wall tiling,Tiling,290,27,pending,busy,33
2,Electric conduits in the floor,Electricity,0,51,completed,busy,34
2,Electric conduits in the wall,Electricity,180,41,pending,busy,34
2,Floor tiling,Tiling,0,62,completed,busy,34
2,Gravel base layer,Gravel,0,34,completed,available,34
2,Partition phase 1,Partition,0,55,completed,busy,34
2,Partition phase 2,Partition,20,51,pending,busy,34
2,Partition phase 3,Partition,200,32,pending,busy,34
2,Pipes in the floor,Plumbing,0,69,completed,busy,34
2,Pipes in the wall,Plumbing,153,37,in_progress,busy,30
2,Wall tiling,Tiling,290,27,pending,busy,34
2,Electric conduits in the floor,Electricity,0,51,completed,available,35
2,Electric conduits in the wall,Electricity,180,41,pending,available,35
2,Floor tiling,Tiling,0,62,completed,busy,35
2,Gravel base layer,Gravel,0,34,completed,available,35
2,Partition phase 1,Partition,0,55,completed,busy,35
2,Partition phase 2,Partition,20,51,pending,busy,35
2,Partition phase 3,Partition,200,32,pending,busy,35
2,Pipes in the floor,Plumbing,0,69,completed,available,35
2,Pipes in the wall,Plumbing,0,37,completed,available,35
2,Wall tiling,Tiling,290,27,pending,busy,35
2,Electric conduits in the floor,Electricity,0,51,completed,available,36
2,Electric conduits in the wall,Electricity,180,41,pending,available,36
2,Floor tiling,Tiling,0,62,completed,busy,36
2,Gravel base layer,Gravel,0,34,completed,available,36
2,Partition phase 1,Partition,0,55,completed,busy,36
2,Partition phase 2,Partition,20,51,pending,busy,36
2,Partition phase 3,Partition,200,32,pending,busy,36
2,Pipes in the floor,Plumbing,0,69,completed,available,36
2,Pipes in the wall,Plumbing,0,37,completed,available,36
2,Wall tiling,Tiling,290,27,pending,busy,36
2,Electric conduits in the floor,Electricity,0,51,completed,available,37
2,Electric conduits in the wall,Electricity,180,41,pending,available,37
2,Floor tiling,Tiling,0,62,completed,busy,37
2,Gravel base layer,Gravel,0,34,completed,available,37
2,Partition phase 1,Partition,0,55,completed,busy,37
2,Partition phase 2,Partition,20,51,pending,busy,37
2,Partition phase 3,Partition,200,32,pending,busy,37
2,Pipes in the floor,Plumbing,0,69,completed,available,37
2,Pipes in the wall,Plumbing,0,37,completed,available,37
2,Wall tiling,Tiling,290,27,pending,busy,37
2,Electric conduits in the floor,Electricity,0,51,completed,available,38
2,Electric conduits in the wall,Electricity,180,41,pending,available,38
2,Floor tiling,Tiling,0,62,completed,busy,38
2,Gravel base layer,Gravel,0,34,completed,available,38
2,Partition phase 1,Partition,0,55,completed,busy,38
2,Partition phase 2,Partition,20,51,pending,busy,38
2,Partition phase 3,Partition,200,32,pending,busy,38
2,Pipes in the floor,Plumbing,0,69,completed,available,38
2,Pipes in the wall,Plumbing,0,37,completed,available,38
2,Wall tiling,Tiling,290,27,pending,busy,38
2,Electric conduits in the floor,Electricity,0,51,completed,available,39
2,Electric conduits in the wall,Electricity,180,41,pending,available,39
2,Floor tiling,Tiling,0,62,completed,busy,39
2,Gravel base layer,Gravel,0,34,completed,available,39
2,Partition phase 1,Partition,0,55,completed,busy,39
2,Partition phase 2,Partition,20,51,pending,busy,39
2,Partition phase 3,Partition,200,32,pending,busy,39
2,Pipes in the floor,Plumbing,0,69,completed,available,39
2,Pipes in the wall,Plumbing,0,37,completed,available,39
2,Wall tiling,Tiling,290,27,pending,busy,39
2,Electric conduits in the floor,Electricity,0,51,completed,available,40
2,Electric conduits in the wall,Electricity,180,41,pending,available,40
2,Floor tiling,Tiling,0,62,completed,busy,40
2,Gravel base layer,Gravel,0,34,completed,available,40
2,Partition phase 1,Partition,0,55,completed,busy,40
2,Partition phase 2,Partition,20,51,pending,busy,40
2,Partition phase 3,Partition,200,32,pending,busy,40
2,Pipes in the floor,Plumbing,0,69,completed,available,40
2,Pipes in the wall,Plumbing,0,37,completed,available,40
2,Wall tiling,Tiling,290,27,pending,busy,40
2,Electric conduits in the floor,Electricity,0,51,completed,available,41
2,Electric conduits in the wall,Electricity,180,41,pending,available,41
2,Floor tiling,Tiling,0,62,completed,busy,41
2,Gravel base layer,Gravel,0,34,completed,available,41
2,Partition phase 1,Partition,0,55,completed,busy,41
2,Partition phase 2,Partition,20,51,pending,busy,41
2,Partition phase 3,Partition,200,32,pending,busy,41
2,Pipes in the floor,Plumbing,0,69,completed,available,41
2,Pipes in the wall,Plumbing,0,37,completed,available,41
2,Wall tiling,Tiling,290,27,pending,busy,41
2,Electric conduits in the floor,Electricity,0,51,completed,available,42
2,Electric conduits in the wall,Electricity,180,41,pending,available,42
2,Floor tiling,Tiling,0,62,completed,busy,42
2,Gravel base layer,Gravel,0,34,completed,available,42
2,Partition phase 1,Partition,0,55,completed,busy,42
2,Partition phase 2,Partition,20,51,pending,busy,42
2,Partition phase 3,Partition,200,32,pending,busy,42
2,Pipes in the floor,Plumbing,0,69,completed,available,42
2,Pipes in the wall,Plumbing,0,37,completed,available,42
2,Wall tiling,Tiling,290,27,pending,busy,42
2,Electric conduits in the floor,Electricity,0,51,completed,available,43
2,Electric conduits in the wall,Electricity,180,41,pending,available,43
2,Floor tiling,Tiling,0,62,completed,busy,43
2,Gravel base layer,Gravel,0,34,completed,available,43
2,Partition phase 1,Partition,0,55,completed,busy,43
2,Partition phase 2,Partition,20,51,pending,busy,43
2,Partition phase 3,Partition,200,32,pending,busy,43
2,Pipes in the floor,Plumbing,0,69,completed,available,43
2,Pipes in the wall,Plumbing,0,37,completed,available,43
2,Wall tiling,Tiling,290,27,pending,busy,43
2,Electric conduits in the floor,Electricity,0,51,completed,available,44
2,Electric conduits in the wall,Electricity,180,41,pending,available,44
2,Floor tiling,Tiling,0,62,completed,busy,44
2,Gravel base layer,Gravel,0,34,completed,available,44
2,Partition phase 1,Partition,0,55,completed,busy,44
2,Partition phase 2,Partition,20,51,pending,busy,44
2,Partition phase 3,Partition,200,32,pending,busy,44
2,Pipes in the floor,Plumbing,0,69,completed,busy,44
2,Pipes in the wall,Plumbing,0,37,completed,busy,44
2,Wall tiling,Tiling,290,27,pending,busy,44
2,Electric conduits in the floor,Electricity,0,51,completed,available,45
2,Electric conduits in the wall,Electricity,180,41,pending,available,45
2,Floor tiling,Tiling,0,62,completed,busy,45
2,Gravel base layer,Gravel,0,34,completed,available,45
2,Partition phase 1,Partition,0,55,completed,busy,45
2,Partition phase 2,Partition,20,51,pending,busy,45
2,Partition phase 3,Partition,200,32,pending,busy,45
2,Pipes in the floor,Plumbing,0,69,completed,busy,45
2,Pipes in the wall,Plumbing,0,37,completed,busy,45
2,Wall tiling,Tiling,290,27,pending,busy,45
2,Electric conduits in the floor,Electricity,0,51,completed,available,46
2,Electric conduits in the wall,Electricity,180,41,pending,available,46
2,Floor tiling,Tiling,0,62,completed,busy,46
2,Gravel base layer,Gravel,0,34,completed,available,46
2,Partition phase 1,Partition,0,55,completed,busy,46
2,Partition phase 2,Partition,20,51,pending,busy,46
2,Partition phase 3,Partition,200,32,pending,busy,46
2,Pipes in the floor,Plumbing,0,69,completed,busy,46
2,Pipes in the wall,Plumbing,0,37,completed,busy,46
2,Wall tiling,Tiling,290,27,pending,busy,46
2,Electric conduits in the floor,Electricity,0,51,completed,available,47
2,Electric conduits in the wall,Electricity,180,41,pending,available,47
2,Floor tiling,Tiling,0,62,completed,busy,47
2,Gravel base layer,Gravel,0,34,completed,available,47
2,Partition phase 1,Partition,0,55,completed,busy,47
2,Partition phase 2,Partition,20,51,pending,busy,47
2,Partition phase 3,Partition,200,32,pending,busy,47
2,Pipes in the floor,Plumbing,0,69,completed,busy,47
2,Pipes in the wall,Plumbing,0,37,completed,busy,47
2,Wall tiling,Tiling,290,27,pending,busy,47
2,Electric conduits in the floor,Electricity,0,51,completed,available,48
2,Electric conduits in the wall,Electricity,180,41,pending,available,48
2,Floor tiling,Tiling,0,62,completed,busy,48
2,Gravel base layer,Gravel,0,34,completed,available,48
2,Partition phase 1,Partition,0,55,completed,busy,48
2,Partition phase 2,Partition,20,51,pending,busy,48
2,Partition phase 3,Partition,200,32,pending,busy,48
2,Pipes in the floor,Plumbing,0,69,completed,busy,48
2,Pipes in the wall,Plumbing,0,37,completed,busy,48
2,Wall tiling,Tiling,290,27,pending,busy,48
2,Electric conduits in the floor,Electricity,0,51,completed,available,49
2,Electric conduits in the wall,Electricity,180,41,pending,available,49
2,Floor tiling,Tiling,0,62,completed,busy,49
2,Gravel base layer,Gravel,0,34,completed,available,49
2,Partition phase 1,Partition,0,55,completed,busy,49
2,Partition phase 2,Partition,20,51,pending,busy,49
2,Partition phase 3,Partition,200,32,pending,busy,49
2,Pipes in the floor,Plumbing,0,69,completed,busy,49
2,Pipes in the wall,Plumbing,0,37,completed,busy,49
2,Wall tiling,Tiling,290,27,pending,busy,49
2,Electric conduits in the floor,Electricity,0,51,completed,available,50
2,Electric conduits in the wall,Electricity,180,41,pending,available,50
2,Floor tiling,Tiling,0,62,completed,busy,50
